 369759.179419 ,  1
 369759.179796 ,  512
 369759.198062 ,  1
 369759.198070 ,  1
 369759.198074 ,  5
 369759.198078 ,  45
 369759.198090 ,  375
 369759.198181 ,  1
 369759.198186 ,  1
 369759.198191 ,  7
 369759.198197 ,  51
 369759.198237 ,  330
 369759.198305 ,  548
 369759.198590 ,  731
 369759.199644 ,  5
 369759.200540 ,  1
 369759.200961 ,  1
 369759.202617 ,  5
 369759.202617 ,  6
 369759.202626 ,  32
 369759.202637 ,  6
 369759.202647 ,  246
 369759.202647 ,  121
 369759.203182 ,  6
 369759.203867 ,  566
 369759.206615 ,  1
 369759.206616 ,  6
 369759.206616 ,  1
 369759.206620 ,  1
 369759.206621 ,  1
 369759.206624 ,  9
 369759.206628 ,  77
 369759.206630 ,  6
 369759.206631 ,  1
 369759.206654 ,  4
 369759.206661 ,  105
 369759.206876 ,  1
 369759.220980 ,  85
 369759.221010 ,  975
 369759.221073 ,  1
 369759.221078 ,  1
 369759.221081 ,  7
 369759.221094 ,  62
 369759.221132 ,  209
 369759.221207 ,  356
 369759.221276 ,  460
 369759.221401 ,  611
 369759.221658 ,  688
 369759.223430 ,  620
 369759.229167 ,  491
 369759.234753 ,  339
 369759.234852 ,  54
 369759.259802 ,  142
 369759.259864 ,  1
 369759.259876 ,  1
 369759.259899 ,  4
 369759.259910 ,  9
 369759.259921 ,  8
 369759.259925 ,  33
 369759.259931 ,  12
 369759.259946 ,  46
 369759.259975 ,  632
 369759.260013 ,  141
 369759.260031 ,  467
 369759.260328 ,  189
 369759.261040 ,  185
 369759.261360 ,  632
 369759.261593 ,  164
 369759.262439 ,  100
 369759.262465 ,  178
 369759.262662 ,  152
 369759.262985 ,  158
 369759.263234 ,  507
 369759.270502 ,  122
 369759.270506 ,  72
 369759.270526 ,  400
 369759.270534 ,  120
 369759.270543 ,  72
 369759.270561 ,  225
 369759.270689 ,  408
 369759.270727 ,  91
 369759.270826 ,  111
 369759.270953 ,  330
 369759.271170 ,  456
 369759.271654 ,  332
 369759.271908 ,  111
 369759.273180 ,  83
 369759.273240 ,  367
 369759.273452 ,  318
 369759.274186 ,  246
 369759.274706 ,  92
 369759.275384 ,  313
 369759.275533 ,  201
 369759.276046 ,  187
 369759.277965 ,  202
 369759.278554 ,  149
 369759.280345 ,  48
 369759.280359 ,  154
 369759.280361 ,  137
 369759.280426 ,  123
 369759.280439 ,  44
 369759.280516 ,  167
 369759.280540 ,  246
 369759.280630 ,  59
 369759.280713 ,  299
 369759.281747 ,  352
 369759.289881 ,  1
 369759.289896 ,  50
 369759.289925 ,  373
 369759.300222 ,  1
 369759.300227 ,  1
 369759.300230 ,  6
 369759.300234 ,  69
