0.0 , 1
0.01 , 512
0.02 , 2096
0.03 , 1208
0.04 , 0
0.05 , 4566
0.06 , 393
0.07 , 0
0.08 , 0
0.09 , 3761
0.1 , 5008
0.11 , 1629
0.12 , 424
0.13 , 2967
0.14 , 0
0.15 , 0
0.16 , 0
0.17 , 0
0.18 , 0
0.19 , 0
0.2 , 0
0.21 , 0
0.22 , 0
0.23 , 0
0.24 , 0
0.25 , 0
0.26 , 0
0.27 , 0
0.28 , 0
0.29 , 2956
0.3 , 3836
0.31 , 3961
0.32 , 3571
0.33 , 2902
0.34 , 3772
0.35 , 3071
0.36 , 4186
0.37 , 4328
0.38 , 4099
0.39 , 4326
0.4 , 4806
0.41 , 3852
0.42 , 3927
0.43 , 4136
0.44 , 4597
0.45 , 2947
0.46 , 3606
0.47 , 4854
0.48 , 4013
0.49 , 5131
0.5 , 4247
0.51 , 4301
0.52 , 3651
0.53 , 4012
0.54 , 4678
0.55 , 4596
0.56 , 3817
0.57 , 3612
0.58 , 3620
0.59 , 3268
0.6 , 3947
0.61 , 4624
0.62 , 3097
0.63 , 4376
0.64 , 4984
0.65 , 4441
0.66 , 5228
0.67 , 4180
0.68 , 4435
0.69 , 3169
0.7 , 3199
0.71 , 3420
0.72 , 4127
0.73 , 2674
0.74 , 3145
0.75 , 3015
0.76 , 1914
0.77 , 2948
0.78 , 2173
0.79 , 2508
0.8 , 2677
0.81 , 2596
0.82 , 2420
0.83 , 2303
0.84 , 2236
0.85 , 2399
0.86 , 2494
0.87 , 3027
0.88 , 3212
0.89 , 3031
0.9 , 3305
0.91 , 4336
0.92 , 3769
0.93 , 2828
0.94 , 2124
0.95 , 3330
0.96 , 2845
0.97 , 3594
0.98 , 2498
0.99 , 3393
1.0 , 3349
1.01 , 2661
1.02 , 3377
1.03 , 2699
1.04 , 2259
1.05 , 3050
1.06 , 3167
1.07 , 2915
1.08 , 1464
1.09 , 2695
1.1 , 1958
1.11 , 3238
1.12 , 2130
1.13 , 2679
1.14 , 1794
1.15 , 2511
1.16 , 2352
1.17 , 2528
1.18 , 3206
1.19 , 2411
1.2 , 2113
1.21 , 2540
1.22 , 3118
1.23 , 2791
1.24 , 1007
1.25 , 4422
1.26 , 3737
1.27 , 2549
1.28 , 2488
1.29 , 2198
1.3 , 3285
1.31 , 3149
1.32 , 2506
1.33 , 3299
1.34 , 3456
1.35 , 3157
1.36 , 1628
1.37 , 2717
1.38 , 2105
1.39 , 1800
1.4 , 2799
1.41 , 2322
1.42 , 3022
1.43 , 4158
1.44 , 2813
1.45 , 3451
1.46 , 2883
1.47 , 1953
1.48 , 2686
1.49 , 977
1.5 , 2258
1.51 , 2659
1.52 , 2959
1.53 , 3258
1.54 , 2084
1.55 , 2306
1.56 , 2619
1.57 , 2076
1.58 , 2642
1.59 , 2577
1.6 , 3021
1.61 , 1717
1.62 , 3073
1.63 , 2314
1.64 , 3398
1.65 , 2731
1.66 , 3127
1.67 , 1494
1.68 , 2508
1.69 , 2470
1.7 , 1978
1.71 , 2204
1.72 , 2852
1.73 , 2156
1.74 , 2609
1.75 , 1384
1.76 , 3303
1.77 , 1975
1.78 , 2628
1.79 , 2767
1.8 , 2731
1.81 , 2484
1.82 , 2024
1.83 , 3203
1.84 , 2316
1.85 , 2350
1.86 , 2903
1.87 , 2934
1.88 , 2869
1.89 , 2394
1.9 , 2170
1.91 , 2180
1.92 , 2639
1.93 , 2822
1.94 , 2162
1.95 , 2274
1.96 , 1641
1.97 , 1739
1.98 , 2739
1.99 , 2575
2.0 , 1440
2.01 , 2245
2.02 , 2253
2.03 , 2361
2.04 , 2279
2.05 , 2710
2.06 , 2701
2.07 , 2129
2.08 , 2196
2.09 , 1988
2.1 , 1419
2.11 , 2405
2.12 , 1997
2.13 , 2522
2.14 , 2487
2.15 , 2513
2.16 , 2499
2.17 , 2332
2.18 , 1834
2.19 , 2536
2.2 , 2808
2.21 , 1604
2.22 , 3220
2.23 , 2398
2.24 , 1673
2.25 , 2503
2.26 , 2060
2.27 , 2581
2.28 , 1833
2.29 , 2694
2.3 , 2397
2.31 , 2605
2.32 , 2183
2.33 , 2719
2.34 , 1597
2.35 , 2993
2.36 , 3106
2.37 , 1704
2.38 , 1600
2.39 , 2270
2.4 , 2229
2.41 , 2062
2.42 , 2375
