287866.035862 , 1 , 
287866.035883 , 1 , 
287866.035918 , 3 , 
287866.035922 , 6 , 
287866.035932 , 48 , 
287866.036410 , 193 , 
287866.055947 , 1 , 
287866.055955 , 1 , 
287866.055958 , 5 , 
287866.055963 , 48 , 
287866.055985 , 362 , 
287866.056078 , 1 , 
287866.056083 , 1 , 
287866.056086 , 7 , 
287866.056093 , 76 , 
287866.056148 , 419 , 
287866.056212 , 604 , 
287866.056466 , 825 , 
287866.056576 , 824 , 
287866.057475 , 1 , 
287866.057482 , 1 , 
287866.057485 , 5 , 
287866.057489 , 51 , 
287866.058129 , 859 , 
287866.058608 , 1 , 
287866.058615 , 1 , 
287866.058619 , 5 , 
287866.059694 , 1 , 
287866.059700 , 1 , 
287866.060982 , 488 , 
287866.061890 , 6 , 
287866.061892 , 48 , 
287866.061909 , 6 , 
287866.061912 , 16 , 
287866.061917 , 160 , 
287866.061930 , 1 , 
287866.061935 , 1 , 
287866.061938 , 7 , 
287866.061941 , 78 , 
287866.062302 , 40 , 
287866.065609 , 1 , 
287866.065616 , 1 , 
287866.065890 , 5 , 
287866.065893 , 1 , 
287866.065897 , 1 , 
287866.065905 , 1 , 
287866.065912 , 1 , 
287866.065915 , 6 , 
287866.065918 , 67 , 
287866.065931 , 1 , 
287866.065934 , 2 , 
287866.065937 , 22 , 
287866.065941 , 1 , 
287866.065942 , 251 , 
287866.065946 , 1 , 
287866.065947 , 1 , 
287866.065950 , 2 , 
287866.065951 , 7 , 
287866.065954 , 18 , 
287866.065955 , 61 , 
287866.065960 , 163 , 
287866.065998 , 1 , 
287866.066005 , 1 , 
287866.068387 , 5 , 
287866.069398 , 5 , 
287866.069416 , 5 , 
287866.069420 , 13 , 
287866.069423 , 110 , 
287866.069595 , 36 , 
287866.069622 , 33 , 
287866.069795 , 1 , 
287866.069892 , 1 , 
287866.069892 , 5 , 
287866.069893 , 1 , 
287866.069894 , 1 , 
287866.069901 , 1 , 
287866.069906 , 1 , 
287866.069910 , 1 , 
287866.069912 , 8 , 
287866.069915 , 109 , 
287866.069916 , 5 , 
287866.069919 , 15 , 
287866.069923 , 159 , 
287866.069923 , 2 , 
287866.069927 , 4 , 
287866.069930 , 45 , 
287866.070007 , 1 , 
287866.070014 , 1 , 
287866.070448 , 88 , 
287866.070713 , 984 , 
287866.070779 , 1 , 
287866.073076 , 960 , 
287866.073669 , 6 , 
287866.073690 , 6 , 
287866.073892 , 5 , 
287866.073893 , 1 , 
287866.073897 , 1 , 
287866.073897 , 5 , 
287866.073913 , 1 , 
287866.073916 , 3 , 
287866.073918 , 35 , 
287866.073949 , 1 , 
287866.073952 , 1 , 
287866.073956 , 10 , 
287866.074157 , 461 , 
287866.075619 , 31 , 
287866.077046 , 384 , 
287866.077559 , 1 , 
287866.077562 , 1 , 
287866.077565 , 11 , 
287866.077569 , 126 , 
287866.077599 , 101 , 
287866.078232 , 1085 , 
287866.079018 , 27 , 
287866.079021 , 25 , 
287866.079024 , 281 , 
287866.081586 , 1 , 
287866.081589 , 1 , 
287866.081592 , 1 , 
287866.081593 , 10 , 
287866.081599 , 89 , 
287866.081625 , 532 , 
287866.081628 , 1 , 
287866.081634 , 1 , 
287866.081638 , 1 , 
287866.081641 , 9 , 
287866.081758 , 1 , 
287866.081867 , 1 , 
287866.081894 , 1 , 
287866.081894 , 1 , 
287866.081894 , 1 , 
287866.081895 , 1 , 
287866.081896 , 1 , 
287866.081896 , 1 , 
287866.081898 , 1 , 
287866.081898 , 1 , 
287866.081900 , 1 , 
287866.081904 , 1 , 
287866.081904 , 1 , 
287866.081905 , 1 , 
287866.081906 , 1 , 
287866.081907 , 1 , 
287866.081907 , 1 , 
287866.081907 , 1 , 
287866.081907 , 1 , 
287866.081908 , 1 , 
287866.081909 , 1 , 
287866.081909 , 6 , 
287866.081910 , 1 , 
287866.081910 , 1 , 
287866.081911 , 10 , 
287866.081913 , 1 , 
287866.081914 , 1 , 
287866.081914 , 1 , 
287866.081914 , 1 , 
287866.081915 , 1 , 
287866.081915 , 1 , 
287866.081915 , 4 , 
287866.081915 , 102 , 
287866.081916 , 1 , 
287866.081917 , 24 , 
287866.081917 , 1 , 
287866.081918 , 1 , 
287866.081918 , 1 , 
287866.081918 , 4 , 
287866.081918 , 7 , 
287866.081918 , 4 , 
287866.081920 , 5 , 
287866.081920 , 1 , 
287866.081922 , 3 , 
287866.081922 , 37 , 
287866.081922 , 38 , 
287866.081922 , 307 , 
287866.081922 , 1 , 
287866.081922 , 66 , 
287866.081923 , 53 , 
287866.081923 , 1 , 
287866.081925 , 1 , 
287866.081925 , 24 , 
287866.081926 , 8 , 
287866.081927 , 7 , 
287866.081929 , 7 , 
287866.081930 , 363 , 
287866.081930 , 75 , 
287866.081931 , 63 , 
287866.081931 , 1 , 
287866.081932 , 221 , 
287866.081934 , 1 , 
287866.081934 , 1 , 
287866.081935 , 1 , 
287866.081936 , 1 , 
287866.081936 , 1 , 
287866.081936 , 1 , 
287866.081937 , 3 , 
287866.081938 , 2 , 
