0.0 , 1
0.01 , 123
0.02 , 671
0.03 , 5539
0.04 , 3693
0.05 , 9900
0.06 , 3676
0.07 , 401
0.08 , 0
0.09 , 17931
0.1 , 11863
0.11 , 4803
0.12 , 4757
0.13 , 5020
0.14 , 6133
0.15 , 11499
0.16 , 10316
0.17 , 8988
0.18 , 5268
0.19 , 10733
0.2 , 1764
0.21 , 2025
0.22 , 2975
0.23 , 5634
0.24 , 4134
0.25 , 6977
0.26 , 2797
0.27 , 1735
0.28 , 3130
0.29 , 3666
0.3 , 7823
0.31 , 7003
0.32 , 6053
0.33 , 14232
0.34 , 5209
0.35 , 6180
0.36 , 5607
0.37 , 7331
0.38 , 5651
0.39 , 6236
0.4 , 10448
0.41 , 7094
0.42 , 6219
0.43 , 6503
0.44 , 14812
0.45 , 7107
0.46 , 6864
0.47 , 10879
0.48 , 4534
0.49 , 6180
0.5 , 4516
0.51 , 11254
0.52 , 3734
0.53 , 7170
0.54 , 5846
0.55 , 9165
0.56 , 13490
0.57 , 9551
0.58 , 9892
0.59 , 9054
0.6 , 9979
0.61 , 7367
0.62 , 8274
0.63 , 4688
0.64 , 9582
0.65 , 8117
0.66 , 5192
0.67 , 13229
0.68 , 2601
0.69 , 12597
0.7 , 11084
0.71 , 4930
0.72 , 845
0.73 , 1283
0.74 , 402
0.75 , 319
0.76 , 724
0.77 , 3318
0.78 , 2048
0.79 , 344
0.8 , 378
0.81 , 5621
0.82 , 797
0.83 , 4251
0.84 , 7093
0.85 , 4962
0.86 , 6463
0.87 , 7638
0.88 , 5446
0.89 , 3921
0.9 , 8456
0.91 , 4978
0.92 , 3445
0.93 , 9117
0.94 , 4545
0.95 , 5421
0.96 , 8434
0.97 , 5600
0.98 , 10183
0.99 , 24291
1.0 , 7002
1.01 , 9713
1.02 , 3665
1.03 , 17870
1.04 , 53292
1.05 , 56660
1.06 , 60144
1.07 , 52883
1.08 , 64460
1.09 , 55843
1.1 , 63754
1.11 , 57986
1.12 , 68209
1.13 , 64991
1.14 , 44212
1.15 , 44061
1.16 , 58833
1.17 , 61454
1.18 , 65576
1.19 , 63820
1.2 , 64541
1.21 , 59275
1.22 , 60077
1.23 , 64302
1.24 , 67771
1.25 , 60901
1.26 , 58960
1.27 , 70088
1.28 , 60126
1.29 , 63020
1.3 , 64026
1.31 , 61885
1.32 , 72508
1.33 , 58135
1.34 , 61218
1.35 , 57164
1.36 , 66915
1.37 , 58324
1.38 , 56917
1.39 , 58546
1.4 , 55158
1.41 , 62371
1.42 , 60540
1.43 , 60137
1.44 , 58497
1.45 , 59707
1.46 , 64238
1.47 , 63781
1.48 , 59737
1.49 , 56545
1.5 , 67775
1.51 , 65251
1.52 , 55982
1.53 , 60200
1.54 , 59951
1.55 , 62404
1.56 , 56204
1.57 , 56455
1.58 , 66716
1.59 , 57405
1.6 , 60134
1.61 , 59282
1.62 , 63536
1.63 , 59251
1.64 , 56041
1.65 , 64260
1.66 , 63575
1.67 , 58280
1.68 , 54089
1.69 , 54904
1.7 , 62222
1.71 , 58663
1.72 , 63441
1.73 , 68572
1.74 , 60518
1.75 , 58850
1.76 , 55081
1.77 , 60682
1.78 , 55779
1.79 , 64177
1.8 , 59992
1.81 , 58222
1.82 , 58429
1.83 , 59848
1.84 , 68724
1.85 , 54858
